Latitude,Longitude,Detail,DCA License Number,License Type,License Expiration Date,License Category,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough
40.7074866,-74.0141427,"Vehicle Spaces: 401, Bicycle Spaces: 22",2038951-DCA,Business,03/31/2019,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,13620,38TH AVE,,FLUSHING,NY,11354,212-265-2239,Queens
40.7156262,-73.9547093,"Vehicle Spaces: 27, Bicycle Spaces: 0",2038904-DCA,Business,03/31/2019,Garage,247 NORTH 7TH STREET PARKING CORP,,249,N 7TH ST,,BROOKLYN,NY,11211,2127367171,Brooklyn
40.7816452,-73.9803477,"Vehicle Spaces: 193, Bicycle Spaces: 19",2038424-DCA,Business,04/09/2018,Garage,CHAMPION PARKING 113 LLC,,400,W 113TH ST,,NEW YORK,NY,10025,212-308-5959,Manhattan
40.7559159,-73.8799386,"Vehicle Spaces: 89, Bicycle Spaces: 9",2038250-DCA,Business,02/09/2018,Garage,"87-10 NORTHERN BLVD PARKING, LLC",,3306,88TH ST,,JACKSON HEIGHTS,NY,11372,9175924762,Queens
40.7031107,-73.8087821,"Vehicle Spaces: 99, Bicycle Spaces: 10",2037953-DCA,Business,03/31/2019,Garage,LM SUTPHIN PARKING LLC,,8822,SUTPHIN BLVD,,JAMAICA,NY,11435,2127143571,Queens
40.7787883,-73.9454997,"Vehicle Spaces: 92, Bicycle Spaces: 9",2037952-DCA,Business,03/31/2019,Garage,YORK & 90TH PARKING LLC,,1731,YORK AVE,,NEW YORK,NY,10128,2126869800,Manhattan
40.7517907,-73.9714204,"Vehicle Spaces: 126, Bicycle Spaces: 12",2037397-DCA,Business,03/31/2019,Garage,45TH STREET PARKING CORP,,825,2ND AVE,,NEW YORK,NY,10017,2127367171,Manhattan
40.68331,-73.981711,"Vehicle Spaces: 42, Bicycle Spaces: 0",2036981-DCA,Business,03/31/2019,Garage,316 BERGEN PARKING CORP,,312,BERGEN ST,,BROOKLYN,NY,11217,2127367171,Brooklyn
40.7852135,-73.9528596,"Vehicle Spaces: 74, Bicycle Spaces: 8",2036650-DCA,Business,03/31/2019,Garage,IMPARK 1199 PA LLC,,1199,PARK AVE,,NEW YORK,NY,10128,212-937-8660,Manhattan
40.7632519,-73.9761292,"Vehicle Spaces: 76, Bicycle Spaces: 8",2036643-DCA,Business,03/31/2019,Garage,"IMPARK WEST 56, LLC.",,33,W 56TH ST,,NEW YORK,NY,10019,212-937-8660,Manhattan
40.7482088,-73.9756656,"Vehicle Spaces: 125, Bicycle Spaces: 13",2036534-DCA,Business,03/31/2019,Garage,38TH & THIRD PARKING LLC,,205,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan
40.7081016,-74.0030465,"Vehicle Spaces: 525, Bicycle Spaces: 24",2034552-DCA,Business,03/31/2019,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,200,CABRINI BLVD,,NEW YORK,NY,10033,212-265-2239,Manhattan
40.7146223,-73.9866355,"Vehicle Spaces: 418, Bicycle Spaces: 0",2034514-DCA,Business,03/31/2019,Garage and Parking Lot,CLINTON GRAND PARKING LLC,,240,E BROADWAY,,NEW YORK,NY,10002,212-686-9800,Manhattan
40.7146223,-73.9866355,"Vehicle Spaces: 87, Bicycle Spaces: 9",2034511-DCA,Business,03/31/2019,Garage and Parking Lot,CLINTON GRAND PARKING LLC,,413,GRAND ST,,NEW YORK,NY,10002,212-686-9800,Manhattan
40.7082355,-73.7970289,"Vehicle Spaces: 49, Bicycle Spaces: 0",2034503-DCA,Business,03/31/2019,Garage,165 STREET PARKING INC,,8835,165TH ST,,JAMAICA,NY,11432,6465994839,Queens
40.83624,-73.927946,"Vehicle Spaces: 242, Bicycle Spaces: 240",2034103-DCA,Business,03/31/2019,Garage,TYOS LLC,,1131,OGDEN AVE,,BRONX,NY,10452,7183025192,Bronx
40.7679116,-73.9635652,"Vehicle Spaces: 139, Bicycle Spaces: 14",2033953-DCA,Business,03/31/2019,Garage,IMPERIAL HOUSE PARKING MANAGEMENT COMPANY,,155,E 68TH ST,,NEW YORK,NY,10065,212-327-2626,Manhattan
40.7126854,-73.7850165,"Vehicle Spaces: 148, Bicycle Spaces: 15",2033073-DCA,Business,03/31/2019,Garage,"LA MIRAGE CAR PARK, INC.",,17810,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens
40.7607698,-73.9780276,"Vehicle Spaces: 315, Bicycle Spaces: 21",2033061-DCA,Business,03/31/2019,Garage and Parking Lot,SP PLUS CORPORATION,,200,PARK AVE,,NEW YORK,NY,10166,,Manhattan
40.836046,-73.941247,"Vehicle Spaces: 150, Bicycle Spaces: 14",2032379-DCA,Business,03/31/2019,Garage,WEST 161ST PARKING CORP,,519,W 161ST ST,,NEW YORK,NY,10032,6469283465,Manhattan
40.713698,-73.7797184,"Vehicle Spaces: 204, Bicycle Spaces: 20",2032079-DCA,Business,03/31/2019,Garage and Parking Lot,WILLSHIRE CAR PARK INC.,,18230,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens
40.713698,-73.7797184,"Vehicle Spaces: 44, Bicycle Spaces: 0",2032047-DCA,Business,03/31/2019,Garage,WILLSHIRE CAR PARK INC.,,18230,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens
40.8193964,-73.9009806,"Vehicle Spaces: 80, Bicycle Spaces: 14",2031173-DCA,Business,03/31/2019,Garage,ACE'S PARKING GARAGE INC.,,950,WESTCHESTER AVE,,BRONX,NY,10459,3472207660,Bronx
40.8216891,-73.924952,"Vehicle Spaces: 150, Bicycle Spaces: 15",2031081-DCA,Business,03/31/2019,Garage and Parking Lot,A & Z BUSINESS CORP.,,700,GRAND CONCOURSE,,BRONX,NY,10451,9148743268,Bronx
40.8085797,-73.9465567,"Vehicle Spaces: 81, Bicycle Spaces: 9",2031064-DCA,Business,03/31/2019,Garage,PRO PARK AMERICA NEW YORK LLC,,256,UTICA AVE,,BROOKLYN,NY,11213,2125313418,Brooklyn
40.8142287,-73.9396101,"Vehicle Spaces: 128, Bicycle Spaces: 13",2030917-DCA,Business,03/31/2019,Garage,UPTOWN PARKING CORP.,,6,W 137TH ST,,NEW YORK,NY,10037,2124903460,Manhattan
40.7977619,-73.9607392,"Vehicle Spaces: 67, Bicycle Spaces: 7",2030868-DCA,Business,03/08/2018,Garage,455 CPW PARKING CORP,,455,CENTRAL PARK W,,NEW YORK,NY,10025,2127367171,Manhattan
40.7817853,-73.9496422,"Vehicle Spaces: 104, Bicycle Spaces: 10",2030422-DCA,Business,03/31/2019,Garage,"KNICKERBOCKER PLAZA CAR PARK, LLC",,1751,2ND AVE,,NEW YORK,NY,10128,2129966363  X-14,Manhattan
40.7819192,-73.9505085,"Vehicle Spaces: 301, Bicycle Spaces: 21",2030398-DCA,Business,03/31/2019,Garage,"YORKVILLE CAR PARK, LLC",,1635,3RD AVE,,NEW YORK,NY,10128,,Manhattan
40.7809558,-73.9500957,"Vehicle Spaces: 220, Bicycle Spaces: 22",2030397-DCA,Business,03/31/2019,Garage,"RUPPERT CAR PARK, LLC",,1601,3RD AVE,,NEW YORK,NY,10128,2129966363,Manhattan
40.8180825,-73.9238968,"Vehicle Spaces: 156, Bicycle Spaces: 16",2029596-DCA,Business,03/31/2019,Garage and Parking Lot,BPG 149TH M LLC,,225,E 149TH ST,,BRONX,NY,10451,7185856850,Bronx
40.7074866,-74.0141427,"Vehicle Spaces: 496, Bicycle Spaces: 23",2029467-DCA,Business,03/06/2018,Garage and Parking Lot,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKNG NY/NJ LLC,8914,PARSONS BLVD,,JAMAICA,NY,11432,212-265-2239,Queens
40.7507441,-73.9793762,"Vehicle Spaces: 73, Bicycle Spaces: 7",2029345-DCA,Business,03/31/2019,Garage,189 PKG LLC,,4745,PARK AVE,,BRONX,NY,10458,917-731-2034,Bronx
40.7737,-73.91321,"Vehicle Spaces: 135, Bicycle Spaces: 14",2029297-DCA,Business,04/24/2018,Home Improvement Contractor,SYLVAN ASTORIA GARAGE LLC,,2325,31ST ST,,ASTORIA,NY,11105,7185759440,Queens
40.721463,-73.843026,"Vehicle Spaces: 126, Bicycle Spaces: 13",2029261-DCA,Business,03/13/2018,Garage and Parking Lot,QB 71ST AVENUE PARKING LLC,ALL COUNTS PARKING,10820,71ST AVE,,FOREST HILLS,NY,11375,7187865555,Queens
40.7569545,-73.990494,"Vehicle Spaces: 197, Bicycle Spaces: 20",2028693-DCA,Business,03/31/2019,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,265,E 66TH ST,,NEW YORK,NY,10065,212-265-2239,Manhattan
40.7074866,-74.0141427,"Vehicle Spaces: 146, Bicycle Spaces: 20",2028692-DCA,Business,03/31/2019,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,525,E 72ND ST,,NEW YORK,NY,10021,212-265-2239,Manhattan
40.7469749,-73.9900974,"Vehicle Spaces: 66, Bicycle Spaces: 6",2028691-DCA,Business,03/31/2019,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,501,E 87TH ST,,NEW YORK,NY,10128,212-265-2239,Manhattan
40.8277118,-73.9062148,"Vehicle Spaces: 30, Bicycle Spaces: 10",2028650-DCA,Business,03/31/2019,Garage,"G&M PARKING GARAGE, CORP.",,1231,WEBSTER AVE,,BRONX,NY,10456,718-524-8328,Bronx
40.7962906,-73.9682962,"Vehicle Spaces: 40, Bicycle Spaces: 0",2028476-DCA,Business,03/06/2018,Garage,QUIK PARK 801 GARAGE LLC,,801,AMSTERDAM AVE,,NEW YORK,NY,10025,212-222-3289,Manhattan
40.7823983,-73.945616,"Vehicle Spaces: 36, Bicycle Spaces: 0",2027740-DCA,Business,03/31/2019,Garage,QUIK PARK EAST 94TH STREET LLC,,1829,1ST AVE,,NEW YORK,NY,10128,2128322066,Manhattan
40.7636894,-73.9633158,"Vehicle Spaces: 31, Bicycle Spaces: 0",2027709-DCA,Business,03/31/2019,Garage,225 EAST 63RD PARKING CORP,,221,E 63RD ST,,NEW YORK,NY,10065,2127367171,Manhattan
40.80168,-73.936481,"Vehicle Spaces: 200, Bicycle Spaces: 22",2027516-DCA,Business,03/31/2019,Garage,TAINO PARKING CORPORATION,,211,E 122ND ST,,NEW YORK,NY,10035,2124109174,Manhattan
40.591164,-73.94047,"Vehicle Spaces: 69, Bicycle Spaces: 6",2027380-DCA,Business,03/31/2019,Parking Lot,NOSTRAND AVE PARKING CORP,,3804,NOSTRAND AVE,,BROOKLYN,NY,11235,718-934-0252,Brooklyn
40.7156253,-74.0104682,"Vehicle Spaces: 52, Bicycle Spaces: 5",2026884-DCA,Business,03/31/2019,Garage,QUIK PARK WARREN GARAGE LLC,,86,WARREN ST,,NEW YORK,NY,10007,2128322066,Manhattan
40.7673872,-73.9597321,"Vehicle Spaces: 53, Bicycle Spaces: 5",2026148-DCA,Business,03/31/2019,Garage and Parking Lot,GEMAT PARKING CORP.,,233,E 69TH ST,,NEW YORK,NY,10021,2124220423,Manhattan
40.7810682,-73.9519127,"Vehicle Spaces: 109, Bicycle Spaces: 10",2025565-DCA,Business,03/31/2019,Garage,WHITNEY 90 PARKING LLC,,200,E 90TH ST,,NEW YORK,NY,10128,212-686-9800,Manhattan
40.836566,-73.9413418,"Vehicle Spaces: 171, Bicycle Spaces: 17",2025430-DCA,Business,07/06/2018,Garage,162 PARKING OPS LLC,,528,W 162ND ST,,NEW YORK,NY,10032,212-568-7800,Manhattan
40.8478024,-73.9333734,"Vehicle Spaces: 138, Bicycle Spaces: 14",2025428-DCA,Business,07/06/2018,Garage,AUDUBON PARKING OPS LLC,,284,AUDUBON AVE,,NEW YORK,NY,10033,212-568-6400,Manhattan
40.7246413,-73.9912467,"Vehicle Spaces: 65, Bicycle Spaces: 6",2025222-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,47,CHURCH ST,,NEW YORK,NY,10007,2129676800,Manhattan
40.7031107,-73.8087821,"Vehicle Spaces: 118, Bicycle Spaces: 12",2024664-DCA,Business,03/31/2019,Garage and Parking Lot,8930 PARKING LLC,EXCEL PARKING,8936,SUTPHIN BLVD,,JAMAICA,NY,11435,212-837-4509,Queens
40.7621078,-73.9847638,"Vehicle Spaces: 150, Bicycle Spaces: 15",2024623-DCA,Business,03/31/2019,Garage,"ABM PARKING SERVICES, INC",,475,PARK AVE S,,NEW YORK,NY,10016,,Manhattan
40.71558,-73.999194,"Vehicle Spaces: 181, Bicycle Spaces: 18",2024014-DCA,Business,03/31/2019,Garage,62 MULBERRY PARKING CORP,,62,MULBERRY ST,,NEW YORK,NY,10013,212-736-7171,Manhattan
40.750073,-73.883935,"Vehicle Spaces: 139, Bicycle Spaces: 0",2023734-DCA,Business,03/31/2019,Garage and Parking Lot,JORIAN PARK LLC,,8213,37TH AVE,,JACKSON HEIGHTS,NY,11372,7187794774,Queens
40.8103849,-73.9430799,"Vehicle Spaces: 77, Bicycle Spaces: 8",2023599-DCA,Business,03/31/2019,Garage,BLEECKER PARKING CORP.,,380,LENOX AVE,,NEW YORK,NY,10027,2127373279,Manhattan
40.7689234,-73.9518485,"Vehicle Spaces: 29, Bicycle Spaces: 0",2023595-DCA,Business,07/06/2018,Garage,WALL STREET GARAGE PARKING CORP.,,1420,YORK AVE,,NEW YORK,NY,10021,2127373279,Manhattan
40.7720768,-73.9516883,"Vehicle Spaces: 99, Bicycle Spaces: 10",2022636-DCA,Business,03/31/2019,Garage,425 EAST 79 CAR PARK LLC,,415,E 79TH ST,,NEW YORK,NY,10075,2129966363,Manhattan
40.7607698,-73.9780276,"Vehicle Spaces: 424, Bicycle Spaces: 22",2022433-DCA,Business,03/31/2019,Garage and Parking Lot,SP PLUS CORPORATION,,200,CENTRAL PARK W,,NEW YORK,NY,10024,,Manhattan
40.727434,-73.85701,"Vehicle Spaces: 132, Bicycle Spaces: 13",2021755-DCA,Business,03/31/2019,Garage,SP PLUS CORPORATION,,6575,SAUNDERS ST,,REGO PARK,NY,11374,,Queens
40.7422935,-73.9541379,"Vehicle Spaces: 73, Bicycle Spaces: 70",2021566-DCA,Business,03/31/2019,Garage,PARKING VERNON LLC,,3085,VERNON BLVD,,ASTORIA,NY,11102,2015678110,Queens
40.7585256,-73.9717856,"Vehicle Spaces: 100, Bicycle Spaces: 10",2021485-DCA,Business,03/31/2019,Garage and Parking Lot,SP PLUS CORPORATION,,75,PARK PL,,NEW YORK,NY,10007,2123217621,Manhattan
40.8213573,-73.8977067,"Vehicle Spaces: 52, Bicycle Spaces: 10",2021453-DCA,Business,03/31/2019,Garage,GGG PARKING GARAGE CORP.,,920,WESTCHESTER AVE,,BRONX,NY,10459,,Bronx
40.8277118,-73.9062148,"Vehicle Spaces: 36, Bicycle Spaces: 10",2021443-DCA,Business,03/31/2019,Garage,O & A PARKING GARAGE INC.,,1100,FRANKLIN AVE,,BRONX,NY,10456,7184839458,Bronx
40.8299833,-73.9034585,"Vehicle Spaces: 32, Bicycle Spaces: 10",2021442-DCA,Business,03/31/2019,Garage and Parking Lot,G & K PARKING GARAGE INC.,,1208,FRANKLIN AVE,,BRONX,NY,10456,718-235-4975,Bronx
40.7570877,-73.8458213,"Vehicle Spaces: 52, Bicycle Spaces: 5",2020709-DCA,Business,03/31/2019,Garage,IMPERIAL PARKING US LLC,IMPARK,80,PARK AVE,,NEW YORK,NY,10016,2125573311,Manhattan
40.84363,-73.901912,"Vehicle Spaces: 43, Bicycle Spaces: 0",2020697-DCA,Business,03/31/2019,Garage,LOREN'S PARKING GARAGE CORPORATON,,4035,PARK AVE,,BRONX,NY,10457,212-244-2332,Bronx
40.6925087,-73.9699827,"Vehicle Spaces: 102, Bicycle Spaces: 11",2020432-DCA,Business,03/31/2019,Garage,PARK ARMORYMANAGEMENT LLC,,171,CLERMONT AVE,,BROOKLYN,NY,11205,7182229427,Brooklyn
40.746448,-73.892137,"Vehicle Spaces: 74, Bicycle Spaces: 7",2020385-DCA,Business,03/31/2019,Garage,PV PARKING V CORP,,4007,73RD ST,,WOODSIDE,NY,11377,7186094200,Queens
40.7169738,-73.9964607,"Vehicle Spaces: 147, Bicycle Spaces: 15",2020001-DCA,Business,03/31/2019,Garage,44 ELIZABETH STREET PARKING CORP,,44,ELIZABETH ST,,NEW YORK,NY,10013,,Manhattan
40.768789,-73.984765,"Vehicle Spaces: 318, Bicycle Spaces: 21",2019936-DCA,Business,03/31/2019,Garage,SP PLUS CORPORATION,,910,9TH AVE,,NEW YORK,NY,10019,,Manhattan
40.788858,-73.975221,"Vehicle Spaces: 131, Bicycle Spaces: 13",2019935-DCA,Business,03/31/2019,Garage,SP PLUS CORPORATION,,211,W 87TH ST,,NEW YORK,NY,10024,,Manhattan
40.814276,-73.884843,"Vehicle Spaces: 180, Bicycle Spaces: 18",2019880-DCA,Business,07/06/2018,Garage and Parking Lot,GMH PARK INC,,1326,SPOFFORD AVE,,BRONX,NY,10474,9172140583,Bronx
40.6492938,-73.9741662,"Vehicle Spaces: 68, Bicycle Spaces: 7",2019772-DCA,Business,03/31/2019,Garage,QUIK PARK KESTREL PARKING LLC,,29,CATON PL,,BROOKLYN,NY,11218,212-686-9800,Brooklyn
40.7907755,-73.9696666,"Vehicle Spaces: 127, Bicycle Spaces: 12",2019665-DCA,Business,03/31/2019,Garage and Parking Lot,93RD STREET PARKING LLC,,100,W 93RD ST,,NEW YORK,NY,10025,212-686-9800,Manhattan
40.744929,-73.9908018,"Vehicle Spaces: 92, Bicycle Spaces: 9",2018861-DCA,Business,03/31/2019,Garage,776 SIXTH AVE PARKING CORP,,776,6TH AVE,,NEW YORK,NY,10001,,Manhattan
40.7672977,-73.82685,"Vehicle Spaces: 46, Bicycle Spaces: 5",2018820-DCA,Business,03/31/2019,Garage,"D&J UNION PLAZA PARKING, LLC",,3819,UNION ST,,FLUSHING,NY,11354,3474539548,Queens
40.857678,-73.93245,"Vehicle Spaces: 60, Bicycle Spaces: 6",2018539-DCA,Business,03/31/2019,Garage and Parking Lot,PEAK TIME PARKING INC.,,4469,BROADWAY,,NEW YORK,NY,10040,7182204580,Manhattan
40.7176668,-73.9970059,"Vehicle Spaces: 154, Bicycle Spaces: 15",2018213-DCA,Business,03/31/2019,Garage,106 Mott Street Parking Corp,,106,MOTT ST,,NEW YORK,NY,10013,2127419009,Manhattan
40.768234,-73.879248,"Vehicle Spaces: 95, Bicycle Spaces: 9",2018161-DCA,Business,07/06/2018,Garage,"IN LOT PARKING, INC.",,1963,GRAND CONCOURSE,,BRONX,NY,10453,3477713329,Bronx
40.757888,-73.975152,"Vehicle Spaces: 157, Bicycle Spaces: 15",2017912-DCA,Business,03/31/2019,Garage and Parking Lot,SP PLUS CORPORATION,,455,MADISON AVE,,NEW YORK,NY,10022,,Manhattan
40.753143,-73.976885,"Vehicle Spaces: 150, Bicycle Spaces: 15",2017911-DCA,Business,07/06/2018,Garage,SP PLUS CORPORATION,,375,PARK AVE,,NEW YORK,NY,10152,,Manhattan
40.7664835,-73.9633564,"Vehicle Spaces: 120, Bicycle Spaces: 12",2017620-DCA,Business,03/31/2019,Garage,QUIK PARK 3RD AVE LLC,,1142,3RD AVE,,NEW YORK,NY,10065,2128322066,Manhattan
40.6939056,-73.9919287,"Vehicle Spaces: 82, Bicycle Spaces: 0",2016720-DCA,Business,03/31/2019,Garage,MONTAGUE PARKING LLC,,180,MONTAGUE ST,,BROOKLYN,NY,11201,2126869800,Brooklyn
40.7720707,-73.9504686,"Vehicle Spaces: 49, Bicycle Spaces: 0",2016679-DCA,Business,03/31/2019,Garage,QUIK PARK EAST 79 GARAGE LLC,,435,E 79TH ST,,NEW YORK,NY,10075,212-832-2066,Manhattan
40.7566049,-73.9946322,"Vehicle Spaces: 64, Bicycle Spaces: 6",2016568-DCA,Business,04/24/2018,Garage,515 NINTH AVENUE PARKING INC,,511,9TH AVE,,NEW YORK,NY,10018,212-736-7171,Manhattan
40.7595054,-73.8319682,"Vehicle Spaces: 126, Bicycle Spaces: 13",2016406-DCA,Business,03/31/2019,Garage,SJS 39 AVENUE PARKING LLC,,3907,PRINCE ST,,FLUSHING,NY,11354,718-886-4035,Queens
40.692601,-73.9841897,"Vehicle Spaces: 88, Bicycle Spaces: 9",2016405-DCA,Business,03/31/2019,Garage,BELLTEL CAR PARK LLC,,101,WILLOUGHBY ST,,BROOKLYN,NY,11201,212-996-6363 EXT14,Brooklyn
40.8016577,-73.9470586,"Vehicle Spaces: 113, Bicycle Spaces: 11",2015757-DCA,Business,03/31/2019,Garage,116TH-117TH STREET PARKING CORP.,,23,W 116TH ST,,NEW YORK,NY,10026,2127367171,Manhattan
40.7542267,-73.9875942,"Vehicle Spaces: 150, Bicycle Spaces: 15",2015332-DCA,Business,03/31/2019,Garage,ONE PARKING 1411 LLC,,136,W 40TH ST,,NEW YORK,NY,10018,2123706530,Manhattan
40.8442625,-73.9363565,"Vehicle Spaces: 68, Bicycle Spaces: 7",2013715-DCA,Business,03/31/2019,Garage,PV PARKING IV CORP,,554,W 174TH ST,,NEW YORK,NY,10033,,Manhattan
40.745911,-73.933714,"Vehicle Spaces: 50, Bicycle Spaces: 5",2013638-DCA,Business,07/06/2018,Garage,QUEENS BLVD PETROLEUM LLC,,3105,QUEENS BLVD,,LONG ISLAND CITY,NY,11101,914-699-9500,Queens
40.7182999,-74.0076476,"Vehicle Spaces: 160, Bicycle Spaces: 16",2013149-DCA,Business,03/08/2018,Garage,PF PARKING CORP.,,24,LEONARD ST,,NEW YORK,NY,10013,5163781222,Manhattan
40.8617221,-73.920554,"Vehicle Spaces: 65, Bicycle Spaces: 7",2012211-DCA,Business,07/06/2018,Garage,DIVINE PARKING GARAGE CORP,,3775,10TH AVE,,NEW YORK,NY,10034,2125442833,Manhattan
40.856457,-73.8827361,"Vehicle Spaces: 45, Bicycle Spaces: 0",2011687-DCA,Business,03/31/2019,Garage and Parking Lot,KCF PARKING CORP.,,2481,CROTONA AVE,,BRONX,NY,10458,718-933-3200,Bronx
40.7404979,-73.9967778,"Vehicle Spaces: 21, Bicycle Spaces: 0",2010458-DCA,Business,03/31/2019,Garage,PARK 18 WEST LLC,,140,W 18TH ST,,NEW YORK,NY,10011,718-349-6200,Manhattan
40.7981223,-73.938627,"Vehicle Spaces: 100, Bicycle Spaces: 10",2009547-DCA,Business,07/06/2018,Garage,PARK NORTH PARKING CORP,,220,E 117TH ST,,NEW YORK,NY,10035,718-285-0102,Manhattan
40.774276,-73.9627771,"Vehicle Spaces: 119, Bicycle Spaces: 19",2009446-DCA,Business,03/31/2019,Garage and Parking Lot,"CARLYLE CAR PARK, LLC",,53,E 76TH ST,,NEW YORK,NY,10021,2125702182,Manhattan
40.7074866,-74.0141427,"Vehicle Spaces: 306, Bicycle Spaces: 21",2009327-DCA,Business,03/07/2018,Garage and Parking Lot,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,3916,PRINCE ST,,FLUSHING,NY,11354,212-265-2239,Queens
40.743528,-73.976854,"Vehicle Spaces: 110, Bicycle Spaces: 11",2009040-DCA,Business,03/31/2019,Garage,AD PARKING INC.,,331,E 132ND ST,,BRONX,NY,10454,7189939003,Bronx
40.8228517,-73.8907644,"Vehicle Spaces: 139, Bicycle Spaces: 14",2009039-DCA,Business,03/31/2019,Garage,LM Aldus Parking LLC,,951,HOE AVE,(Garage Entrance at 962 Aldus Street),BRONX,NY,10459,2127143571,Bronx
40.8228517,-73.8907644,"Vehicle Spaces: 106, Bicycle Spaces: 11",2009038-DCA,Business,03/31/2019,Garage,LM Aldus Parking LLC,,941,Hoe Avenue,(Parking Garage Entrance at 962 Aldus Street),Bronx,NY,10459,2127143571,Bronx
40.7579169,-73.9922148,"Vehicle Spaces: 100, Bicycle Spaces: 10",2008790-DCA,Business,03/31/2019,Garage,WEST 43 PARKING LLC,,635,W 42ND ST,,NEW YORK,NY,10036,2122624771,Manhattan
40.7307426,-74.0100144,"Vehicle Spaces: 140, Bicycle Spaces: 14",2006828-DCA,Business,03/31/2019,Garage,QUIK PARK MORTON LLC,,1,MORTON SQ,,NEW YORK,NY,10014,212-832-2066,Manhattan
40.857532,-73.916662,"Vehicle Spaces: 88, Bicycle Spaces: 8",2006475-DCA,Business,03/31/2019,Garage,EZY PARKING GO INC,,1981,CEDAR AVE,,BRONX,NY,10452,7182944264,Bronx
40.8575207,-73.9166659,"Vehicle Spaces: 65, Bicycle Spaces: 6",2006473-DCA,Business,03/31/2019,Garage and Parking Lot,EZY PARKING GO INC,,930,SHERIDAN AVE,,BRONX,NY,10451,7182944264,Bronx
40.7165818,-74.0161324,"Vehicle Spaces: 41, Bicycle Spaces:",2006318-DCA,Business,03/31/2019,Garage,STATUE PARKING LLC,,20,RIVER TER,,NEW YORK,NY,10282,2125710538,Manhattan
40.7081016,-74.0030465,"Vehicle Spaces: 140, Bicycle Spaces: 14",2006294-DCA,Business,03/31/2019,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,175,KENT AVE,,BROOKLYN,NY,11249,212-265-2239,Brooklyn
40.8212381,-73.9212694,"Vehicle Spaces: 33, Bicycle Spaces: 0",2006045-DCA,Business,03/31/2019,Garage,SAM DAR ENTERPRISES INC,,3000,PARK AVE,,BRONX,NY,10451,6463997098,Bronx
40.8438134,-73.914925,"Vehicle Spaces: 150, Bicycle Spaces: 15",2005860-DCA,Business,03/31/2019,Garage,HAPPY FACE PARKING CORP.,,1560,JEROME AVE,,BRONX,NY,10452,718-583-3301,Bronx
40.6739709,-73.9684649,"Vehicle Spaces: 169, Bicycle Spaces: 18",2005674-DCA,Business,03/31/2019,Garage and Parking Lot,QP GRAND ARMY PLAZA LLC,,1,EASTERN PKWY,,BROOKLYN,NY,11238,2126869800,Brooklyn
40.6774794,-73.9654351,"Vehicle Spaces: 160, Bicycle Spaces: 16",2005668-DCA,Business,03/31/2019,Garage,QUIK PARK UNDERHILL LLC,,105,UNDERHILL AVE,,BROOKLYN,NY,11238,2128322066,Brooklyn
40.728638,-73.855552,"Vehicle Spaces: 125, Bicycle Spaces: 13",2005454-DCA,Business,03/31/2019,Garage,MP 98-41 LLC,,6536,99TH ST,,REGO PARK,NY,11374,7189970630,Queens
40.7607666,-73.968136,"Vehicle Spaces: 38, Bicycle Spaces: 8",2004864-DCA,Business,03/31/2019,Garage and Parking Lot,157-57TH INC,,153,E 57TH ST,,NEW YORK,NY,10022,2122232838,Manhattan
40.7605568,-73.967732,"Vehicle Spaces: 83, Bicycle Spaces: 8",2004862-DCA,Business,03/31/2019,Garage and Parking Lot,157-57TH  INC,,157,E 57TH ST,,NEW YORK,NY,10022,9178435910,Manhattan
40.6955289,-73.9920708,"Vehicle Spaces: 80, Bicycle Spaces: 8",2003723-DCA,Business,03/31/2019,Garage and Parking Lot,BK PARKING GROUP INC.,,4566,BROADWAY,,NEW YORK,NY,10040,646-399-3401,Manhattan
40.7444162,-73.9840921,"Vehicle Spaces: 30, Bicycle Spaces: 0",2003718-DCA,Business,03/31/2019,Garage,EAST 29 PARKING LLC,,39,E 29TH ST,,NEW YORK,NY,10016,,Manhattan
40.7531572,-73.9768781,"Vehicle Spaces: 162, Bicycle Spaces: 16",2003571-DCA,Business,03/14/2018,Garage,"ONE PARKING GOTHAM, INC.",,4209,28TH ST,,LONG ISLAND CITY,NY,11101,2123706530,Queens
40.7533593,-73.9692321,"Vehicle Spaces: 51, Bicycle Spaces: 5",2003468-DCA,Business,03/31/2019,Garage,QUIK PARK LIBBY 2 LLC,,300-04,E 48TH ST,,NEW YORK,NY,10017,212-832-2066,Manhattan
